Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Country of origin,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
single,Technological specialization diploma holders,"""1""",Agronomy,daytime,Technological specialization course,130.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,130.0,True,False,False,True,male,False,23,False,0,6,8,6,12.571428571428571,0,0,6,7,6,12.428571428571429,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,"""3""",Management,daytime,Secondary education,125.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",120.1,False,False,True,True,male,False,19,False,0,5,8,5,11.2,0,0,5,10,4,10.75,3,16.2,0.3,-0.92,Dropout
single,Over 23 years old,"""1""",Tourism,daytime,Secondary education,160.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Skilled Workers in Industry, Construction, and Craftsmen",Armed Forces Professions,100.0,False,False,False,True,male,False,26,False,0,6,7,6,12.0,0,0,6,8,5,10.8,0,12.7,3.7,-1.7,Enrolled
single,2nd phase - general contingent,"""1""",Management,daytime,Secondary education,148.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",134.0,False,False,False,True,male,False,18,False,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled
single,2nd phase - general contingent,"""1""",Nursing,daytime,Secondary education,150.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Installation and Machine Operators and Assembly Workers,Administrative Staff,130.8,False,False,False,True,male,False,24,False,0,7,8,7,11.975,0,0,8,8,8,13.75,0,13.9,-0.3,0.79,Graduate
single,1st phase - general contingent,"""1""",Animation and Multimedia Design,daytime,Secondary education,141.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Personal Services, Security and Safety Workers, and Sellers",Armed Forces Professions,135.8,True,False,False,True,male,False,19,False,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
single,2nd phase - general contingent,"""4""",Tourism,daytime,Secondary education,118.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Personal Services, Security and Safety Workers, and Sellers","Skilled Workers in Industry, Construction, and Craftsmen",111.7,True,False,False,True,male,False,18,False,0,6,12,3,11.666666666666666,0,0,6,12,1,12.0,0,12.4,0.5,1.79,Dropout
single,1st phase - general contingent,"""2""",Journalism and Communication,daytime,Secondary education,142.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,132.9,True,False,False,True,male,False,18,False,0,6,8,6,12.333333333333334,0,0,6,11,3,12.333333333333334,0,10.8,1.4,1.74,Graduate
single,2nd phase - general contingent,"""3""",Management,daytime,Secondary education,120.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",115.5,True,False,True,True,male,False,18,False,0,5,8,3,10.333333333333334,0,0,5,11,3,10.857142857142858,0,10.8,1.4,1.74,Dropout
single,3rd phase - general contingent,"""4""",Tourism,daytime,Secondary education,106.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",106.0,True,False,False,True,male,True,21,False,0,6,8,4,10.5,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,Dropout
single,2nd phase - general contingent,"""4""",Journalism and Communication,daytime,Secondary education,121.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,120.3,True,False,True,True,male,True,19,False,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate
single,2nd phase - general contingent,"""4""",Nursing,daytime,Secondary education,150.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,130.8,False,False,False,True,male,True,22,False,0,7,7,7,14.842857142857142,0,0,8,9,8,15.055555555555555,0,16.2,0.3,-0.92,Graduate
married,Over 23 years old,"""1""",Social Service (evening attendance),evening,Secondary education,120.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",117.0,False,False,False,True,male,False,33,False,0,6,8,6,12.0,0,0,6,6,6,11.666666666666666,0,10.8,1.4,1.74,Graduate
single,1st phase - general contingent,"""6""",Basic Education,daytime,Secondary education,114.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,110.2,True,False,False,True,male,False,20,False,0,6,8,5,12.2,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Dropout
single,Over 23 years old,"""1""",Management (evening attendance),evening,Higher education - bachelor's degree,140.0,Portugal,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,155.7,True,False,False,True,male,False,35,False,0,1,1,0,0.0,1,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout
single,Over 23 years old,"""1""",Agronomy,daytime,Higher education - master's,160.0,Portugal,Higher Education - Degree,Higher Education - Degree,Administrative Staff,Specialists in Intellectual and Scientific Activities,180.4,False,False,True,True,male,False,24,False,6,12,17,6,12.166666666666666,0,7,12,14,10,13.3,0,12.4,0.5,1.79,Dropout
single,2nd phase - general contingent,"""1""",Tourism,daytime,Secondary education,120.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,Administrative Staff,125.5,False,False,False,True,male,False,18,False,0,5,6,5,12.0,0,0,5,8,3,11.333333333333334,0,12.7,3.7,-1.7,Enrolled
married,Over 23 years old,"""1""",Social Service (evening attendance),evening,Secondary education,130.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",110.0,True,False,False,True,female,False,33,False,0,6,7,6,11.0,0,0,6,11,5,11.0,0,9.4,-0.8,-3.12,Graduate
single,Transfer,"""1""",Nursing,daytime,Secondary education,160.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",161.0,True,False,False,True,female,True,22,False,0,8,8,7,13.08,0,0,8,8,7,13.08,0,10.8,1.4,1.74,Graduate
single,Over 23 years old,"""1""",Advertising and Marketing Management,daytime,Secondary education,120.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative Staff,"Personal Services, Security and Safety Workers, and Sellers",100.0,False,False,False,True,female,True,25,False,0,5,7,4,10.5,0,0,5,7,5,11.6,0,9.4,-0.8,-3.12,Graduate
single,2nd phase - general contingent,"""1""",Communication Design,daytime,Secondary education,124.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative Staff,Student,117.6,True,False,False,True,male,False,20,False,0,6,9,6,10.666666666666666,1,0,6,6,5,11.2,0,7.6,2.6,0.32,Graduate
single,1st phase - general contingent,"""6""",Management,daytime,Secondary education,143.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,Unskilled Workers,128.7,True,False,False,True,male,False,23,False,0,5,6,4,14.0,0,0,5,5,5,13.8,0,11.1,0.6,2.02,Enrolled
single,Change of course,"""2""",Informatics Engineering,daytime,Secondary education,115.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",112.2,True,False,True,True,male,False,18,False,0,5,9,2,10.0,0,0,5,9,0,0.0,0,15.5,2.8,-4.06,Enrolled
single,Over 23 years old,"""1""",Nursing,daytime,Secondary education,133.1,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Armed Forces Professions,100.8,False,False,False,True,male,False,24,False,0,7,18,0,0.0,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
single,2nd phase - general contingent,"""2""",Journalism and Communication,daytime,Secondary education,133.1,Brazil,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,105.0,True,False,False,False,female,False,21,True,0,6,6,6,14.0,0,0,6,6,6,13.5,0,8.9,1.4,3.51,Graduate
single,International student (bachelor),"""1""",Equinculture,daytime,Secondary education,133.1,Brazil,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Administrative Staff,100.0,False,False,False,True,female,False,26,True,0,6,7,2,12.0,1,0,6,6,0,0.0,0,8.9,1.4,3.51,Dropout
married,Over 23 years old,"""1""",Basic Education,daytime,11th year of schooling - not completed,133.1,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unknown,Student,Student,115.5,False,False,False,True,female,False,39,False,0,6,12,3,12.666666666666666,0,0,6,14,0,0.0,1,7.6,2.6,0.32,Dropout
married,Over 23 years old,"""1""",Social Service (evening attendance),evening,Secondary education,133.1,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,114.0,False,False,False,True,female,False,44,False,2,8,11,8,11.875,0,0,6,7,6,12.333333333333334,0,12.7,3.7,-1.7,Graduate
single,International student (bachelor),"""1""",Informatics Engineering,daytime,Secondary education,130.0,São Tomé and Príncipe,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Higher Education - Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,137.0,True,False,False,True,male,False,19,True,0,5,9,5,14.0,0,0,5,11,3,13.25,0,13.9,-0.3,0.79,Enrolled
single,1st phase - general contingent,"""5""",Journalism and Communication,daytime,Secondary education,135.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",124.9,True,False,False,True,female,False,18,False,0,6,6,6,13.666666666666666,0,0,6,6,6,13.333333333333334,0,8.9,1.4,3.51,Graduate
single,1st phase - general contingent,"""5""",Nursing,daytime,Secondary education,132.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",120.3,True,False,False,True,female,True,18,False,0,7,7,7,13.75,0,0,8,9,8,14.47777777777778,0,12.4,0.5,1.79,Graduate
single,1st phase - general contingent,"""1""",Veterinary Nursing,daytime,Secondary education,135.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Bachelor's Degree,Unskilled Workers,"Legislative Power, Executive Bodies, Directors, and Executive Managers",134.3,True,False,False,True,female,False,19,False,0,5,7,5,14.2,2,0,5,7,5,13.8,0,12.7,3.7,-1.7,Enrolled
single,1st phase - general contingent,"""4""",Nursing,daytime,Secondary education,115.0,Portugal,Higher Education - Degree,Higher Education - Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,111.5,True,False,True,False,female,False,19,False,0,7,10,4,11.96,0,0,7,7,0,0.0,0,13.9,-0.3,0.79,Dropout
single,Short cycle diploma holders,"""1""",Veterinary Nursing,daytime,Professional higher technical course,130.0,Portugal,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,128.8,False,False,False,True,female,False,21,False,7,10,12,8,12.875,0,4,9,14,5,13.4,0,8.9,1.4,3.51,Dropout
single,1st phase - general contingent,"""4""",Animation and Multimedia Design,daytime,Secondary education,133.1,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Armed Forces Professions,110.0,True,False,False,True,female,False,20,False,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Graduate
married,Over 23 years old,"""1""",Social Service (evening attendance),evening,Secondary education,130.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry","Personal Services, Security and Safety Workers, and Sellers",113.5,True,False,False,True,female,False,36,False,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
divorced,Over 23 years old,"""1""",Agronomy,daytime,Other - 11th year of schooling,133.1,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",160.0,False,False,False,True,female,False,43,False,13,18,19,18,14.63157894736842,0,10,13,14,13,14.23076923076923,1,15.5,2.8,-4.06,Graduate
single,3rd phase - general contingent,"""1""",Basic Education,daytime,Secondary education,123.0,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",117.4,True,False,False,True,female,False,19,False,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout
single,Change of institution/course,"""1""",Communication Design,daytime,Secondary education,130.0,Portugal,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,122.2,False,False,True,True,female,False,20,False,4,10,12,10,13.0,0,5,11,11,11,12.272727272727272,0,11.1,0.6,2.02,Graduate
single,1st phase - general contingent,"""2""",Social Service,daytime,Secondary education,122.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",118.2,True,False,False,True,female,False,19,False,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,Dropout
single,1st phase - general contingent,"""1""",Veterinary Nursing,daytime,Secondary education,113.0,Portugal,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative Staff,Administrative Staff,106.7,True,False,False,True,female,False,20,False,0,6,15,4,14.2,0,0,6,17,4,13.25,0,15.5,2.8,-4.06,Dropout
single,1st phase - general contingent,"""5""",Nursing,daytime,Secondary education,111.0,Portugal,Higher Education - Degree,Higher Education - Master's,Administrative Staff,Intermediate Level Technicians and Professions,108.2,True,False,False,True,female,False,20,False,2,7,9,6,13.266666666666666,0,0,7,10,5,12.3,0,12.4,0.5,1.79,Dropout
single,2nd phase - general contingent,"""2""",Basic Education,daytime,Secondary education,133.1,Portugal,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians and Professions,107.0,True,False,False,True,female,False,20,False,0,7,12,6,11.666666666666666,0,0,7,10,3,13.0,0,16.2,0.3,-0.92,Enrolled
single,1st phase - general contingent,"""1""",Social Service,daytime,Secondary education,142.0,Portugal,Basic Education 1st Cycle (4th/5th Year) or Equiv.,Basic Education 1st Cycle (4th/5th Year) or Equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry","Skilled Workers in Industry, Construction, and Craftsmen",136.1,True,False,False,True,female,False,18,False,0,6,8,6,13.857142857142858,0,0,6,6,6,15.0,0,13.9,-0.3,0.79,Graduate
